FarmID,State,District,Crop,Season,SoilType,IrrigationType,SoilNitrogen_kg_ha,SoilPhosphorus_kg_ha,SoilPotassium_kg_ha,SoilPH,OrganicCarbon_pct,Sulphur_ppm,Zinc_ppm,ElectricalConductivity_dS_m,Temperature_C,Humidity_pct,Rainfall_mm,FarmSize_acres,PreviousYield_kg_acre,YearsOfCultivation,NitrogenRecommendation_kg_acre,PhosphorusRecommendation_kg_acre,PotassiumRecommendation_kg_acre,ExpectedYieldImprovement_pct,EstimatedFertilizerCost_INR_acre,EstimatedFertilizerCost_INR_total
AP07749,Maharashtra,MAH-18,Tomato,Summer,Black,Sprinkler,505,21,279,7.7,1.01,28.0,0.37,0.1,34.1,52.2,1307,1.54,11610,9,16.4,10.9,13.8,3.6,1613,2484
AP07750,Maharashtra,MAH-08,Tomato,Summer,Red,Drip,354,13,207,5.51,0.65,22.8,0.48,1.35,29.6,46.7,1117,2.24,12327,1,23.2,14.8,13.3,15.0,1684,3772
AP07751,Maharashtra,MAH-24,Tomato,Rabi,Black,Rainfed,303,17,257,7.56,0.95,5.4,1.76,0.63,28.0,64.4,723,13.89,11246,3,25.4,11.3,9.6,9.3,1407,19543
AP07752,Maharashtra,MAH-08,Tomato,Rabi,Black,Rainfed,687,26,352,7.7,1.15,12.0,0.59,1.29,14.7,41.0,740,2.5,11926,5,12.6,7.6,9.0,7.5,1175,2937
AP07753,Maharashtra,MAH-12,Tomato,Kharif,Red,Flood,279,6,90,5.96,0.1,21.9,1.86,0.64,31.8,80.0,1083,2.43,13346,1,79.6,36.1,50.0,26.6,4860,11809
AP07754,Maharashtra,MAH-03,Tomato,Rabi,Red,Drip,419,13,190,6.74,0.46,16.0,0.38,,13.2,58.3,876,0.25,11823,6,17.6,15.1,16.1,24.2,1863,465
AP07755,Maharashtra,MAH-04,Tomato,Kharif,Black,Sprinkler,554,16,134,8.48,1.09,2.0,0.34,0.1,29.3,,1194,3.51,18000,6,19.1,16.7,29.2,14.8,2548,8943
AP07756,Maharashtra,MAH-02,Tomato,Kharif,Clay,Drip,743,36,321,6.63,0.76,24.8,0.59,,25.8,73.7,1035,0.34,13864,2,12.5,6.0,12.5,11.6,1265,430
AP07757,Maharashtra,MAH-15,Groundnut,Kharif,Black,Rainfed,423,18,192,8.11,0.94,4.0,0.56,0.86,30.1,57.5,1188,1.88,749,1,5.0,7.7,12.1,4.8,1248,2346
AP07758,Maharashtra,MAH-11,Groundnut,Rabi,Black,Rainfed,432,18,130,7.83,1.12,4.7,1.38,0.78,19.5,50.9,798,3.7,965,6,5.0,6.7,18.8,12.2,1698,6282
AP07759,Maharashtra,MAH-11,Groundnut,Kharif,Black,Rainfed,127,6,53,7.78,0.89,16.5,1.17,0.87,33.7,88.6,1384,0.4,924,13,6.2,16.8,30.3,17.6,2596,1038
AP07760,Maharashtra,MAH-19,Groundnut,Kharif,Black,Drip,210,7,103,8.37,1.1,5.1,0.52,0.34,27.7,78.1,955,2.94,620,8,6.0,15.7,20.4,21.3,2139,6288
AP07761,Maharashtra,MAH-01,Groundnut,Kharif,Black,Sprinkler,314,11,191,7.66,1.0,5.8,0.38,0.51,28.7,77.0,981,13.25,1023,1,5.4,16.5,12.9,9.9,1600,21200
AP07762,Maharashtra,MAH-17,Groundnut,Kharif,Black,Rainfed,482,16,144,7.94,0.69,6.6,0.37,0.1,31.7,78.2,1077,1.08,1443,7,5.0,14.5,23.8,9.6,2249,2428
AP07763,Maharashtra,MAH-12,Groundnut,Kharif,Black,Flood,474,15,256,7.31,0.73,12.0,0.56,0.46,34.4,86.1,1310,1.61,1262,9,5.0,13.7,9.9,9.6,1359,2187
AP07764,Maharashtra,MAH-15,Groundnut,Kharif,Clay,Drip,200,9,96,6.8,0.93,26.4,0.1,0.1,37.5,75.0,1117,2.37,845,1,8.0,19.0,27.4,15.7,2593,6145
AP07765,Maharashtra,MAH-16,Groundnut,Rabi,Black,Sprinkler,280,16,216,7.87,0.42,12.0,0.26,0.75,20.8,,944,3.79,1443,25,5.5,8.0,12.1,3.0,1383,5241
AP07766,Maharashtra,MAH-07,Groundnut,Kharif,Black,Flood,611,22,393,8.43,0.89,21.7,0.6,1.42,33.8,65.7,932,1.1,1275,1,5.0,9.6,9.6,3.0,1304,1434
AP07767,Maharashtra,MAH-05,Groundnut,Kharif,Black,Rainfed,714,26,294,7.85,0.57,10.0,0.4,0.1,29.7,65.4,1148,0.62,1109,6,5.0,4.9,7.5,6.0,926,574
AP07768,Maharashtra,MAH-22,Groundnut,Kharif,Black,Drip,169,11,82,7.58,0.92,26.3,0.34,1.06,28.5,75.5,1078,3.5,1078,1,5.2,13.7,20.7,17.8,2039,7136
AP07769,Maharashtra,MAH-02,Groundnut,Kharif,Loamy,Drip,560,24,323,6.82,0.49,6.4,0.14,0.13,32.6,78.0,1249,1.7,783,2,5.0,6.1,8.5,9.6,1063,1807
AP07770,Maharashtra,MAH-16,Groundnut,Kharif,Black,Drip,363,15,169,7.73,0.93,2.0,0.43,0.52,35.3,58.7,1312,1.17,1203,1,5.0,7.5,14.5,3.0,1420,1661
AP07771,Maharashtra,MAH-08,Groundnut,Kharif,Black,Rainfed,461,15,192,7.84,0.57,18.9,1.67,0.69,33.5,,1002,2.16,1159,3,5.1,11.1,17.8,3.7,1688,3646
AP07772,Maharashtra,MAH-10,Groundnut,Kharif,Red,Rainfed,751,24,280,6.36,0.4,9.7,1.78,0.1,29.8,90.0,955,1.41,989,7,5.0,6.4,10.2,8.2,1165,1642
AP07773,Maharashtra,MAH-13,Groundnut,Kharif,Clay,Sprinkler,617,25,316,6.99,0.71,4.2,0.29,0.1,27.6,55.0,1157,1.08,1016,5,5.0,7.7,10.9,15.2,1232,1330
AP07774,Maharashtra,MAH-08,Groundnut,Kharif,Black,Rainfed,127,11,93,8.13,0.74,12.0,1.4,1.02,31.1,71.3,1347,1.18,954,11,6.4,15.2,22.9,11.4,2145,2531
AP07775,Maharashtra,MAH-06,Groundnut,Rabi,Black,Drip,491,21,223,7.2,0.71,10.7,0.25,0.83,17.7,31.5,748,1.96,1079,4,5.0,4.8,8.4,9.5,1003,1965
AP07776,Maharashtra,MAH-09,Groundnut,Rabi,Black,Drip,593,24,419,7.74,0.53,22.5,0.59,0.1,21.9,52.8,747,0.92,1004,20,5.0,5.3,6.5,3.0,941,865
AP07777,Maharashtra,MAH-22,Groundnut,Kharif,Black,Rainfed,414,15,202,7.57,1.14,18.8,1.28,0.1,29.3,,966,4.16,811,2,5.0,13.2,13.4,16.1,1516,6306
AP07778,Maharashtra,MAH-23,Groundnut,Zaid,Black,Drip,656,36,328,7.6,0.81,8.6,0.29,,33.1,32.3,912,3.64,811,3,5.0,3.9,8.6,9.9,1032,3756
AP07779,Maharashtra,MAH-06,Groundnut,Kharif,Black,Rainfed,900,34,368,8.03,1.04,2.0,1.77,0.33,28.6,88.5,1151,1.12,1500,2,5.0,6.9,8.2,3.0,1040,1164
AP07780,Maharashtra,MAH-17,Groundnut,Rabi,Clay,Rainfed,280,17,244,7.82,0.92,9.4,0.31,0.75,15.6,25.0,830,1.63,595,1,5.0,6.6,11.7,14.9,1317,2146
AP07781,Maharashtra,MAH-21,Groundnut,Kharif,Loamy,Flood,470,15,167,6.63,0.72,18.0,0.68,0.6,25.3,81.6,886,3.61,1290,7,5.0,8.9,16.3,4.6,1596,5761
AP07782,Maharashtra,MAH-03,Groundnut,Kharif,Black,Drip,339,18,173,7.6,1.2,20.5,0.35,0.1,32.2,67.9,1085,2.13,768,5,5.0,8.2,16.2,18.5,1515,3226
AP07783,Maharashtra,MAH-21,Groundnut,Kharif,Black,Flood,559,20,279,7.54,0.77,2.6,2.22,1.42,29.3,67.6,1191,1.47,1049,1,5.0,10.2,11.4,5.7,1338,1966
AP07784,Maharashtra,MAH-10,Groundnut,Zaid,Black,Drip,440,17,175,8.02,0.72,26.1,1.69,0.36,31.2,,873,4.87,1034,1,5.0,8.0,10.8,8.5,1289,6277
AP07785,Maharashtra,MAH-20,Groundnut,Kharif,Red,Flood,766,27,411,6.45,0.43,20.3,0.5,0.24,36.7,81.5,1051,7.01,1272,5,5.0,5.0,7.9,3.0,978,6855
AP07786,Maharashtra,MAH-02,Groundnut,Zaid,Black,Flood,240,11,62,7.38,0.69,10.8,0.59,1.16,41.5,46.9,1266,11.07,1077,15,6.6,16.5,32.5,12.5,2706,29955
AP07787,Maharashtra,MAH-09,Groundnut,Kharif,Black,Sprinkler,623,30,441,7.83,1.05,5.2,1.36,0.76,24.0,71.9,1183,13.52,1190,1,5.0,5.8,7.6,3.0,978,13222
AP07788,Maharashtra,MAH-13,Groundnut,Zaid,Black,Rainfed,214,7,98,8.6,0.97,4.7,0.58,0.49,29.0,57.0,876,1.49,1101,7,7.3,20.8,25.4,21.0,2449,3649
AP07789,Maharashtra,MAH-24,Groundnut,Zaid,Clay,Drip,514,15,172,7.47,0.72,18.6,0.99,,34.4,35.1,1066,4.49,1219,1,5.0,8.3,18.6,9.3,1673,7511
AP07790,Maharashtra,MAH-18,Groundnut,Kharif,Black,Sprinkler,142,7,100,7.69,1.01,4.4,0.74,0.1,32.7,77.6,1325,3.87,1304,25,9.2,20.3,27.8,8.4,2746,10627
AP07791,Maharashtra,MAH-07,Groundnut,Zaid,Black,Sprinkler,280,13,151,8.08,0.95,6.8,0.78,,28.2,25.0,1318,2.49,636,7,5.3,13.7,18.1,19.2,1849,4604
AP07792,Maharashtra,MAH-24,Groundnut,Zaid,Black,Drip,375,17,171,8.04,1.02,11.8,1.19,0.2,33.7,45.2,858,0.95,1036,5,5.0,6.2,10.3,11.4,1172,1113
AP07793,Maharashtra,MAH-11,Groundnut,Kharif,Black,Rainfed,293,16,279,8.15,1.25,22.5,0.22,0.54,28.0,63.9,1015,1.45,607,8,7.2,9.9,9.9,17.1,1292,1873
AP07794,Maharashtra,MAH-05,Groundnut,Kharif,Black,Flood,445,16,165,7.94,0.74,17.2,1.0,0.1,31.6,84.5,1308,0.86,881,8,5.0,13.9,16.5,21.4,1772,1523
AP07795,Maharashtra,MAH-06,Groundnut,Kharif,Clay,Drip,230,4,56,7.44,0.61,4.7,0.8,0.67,27.4,73.8,821,1.44,913,4,7.0,15.5,26.0,17.8,2386,3435
AP07796,Maharashtra,MAH-14,Groundnut,Kharif,Black,Sprinkler,262,11,53,7.33,0.66,14.1,0.55,0.49,24.9,73.8,1285,1.44,1080,3,7.1,13.1,24.4,19.9,2229,3209
AP07797,Maharashtra,MAH-17,Groundnut,Kharif,Loamy,Flood,338,13,134,6.82,0.32,5.8,0.55,0.13,29.2,67.0,1110,1.26,1012,7,5.0,14.2,21.5,10.0,2073,2611
AP07798,Maharashtra,MAH-04,Groundnut,Kharif,Red,Rainfed,457,18,177,6.01,0.48,23.8,0.36,0.81,29.0,80.0,1132,1.3,723,5,5.0,11.6,17.2,17.0,1711,2224
AP07799,Maharashtra,MAH-02,Groundnut,Zaid,Black,Drip,210,7,90,8.15,0.73,13.7,1.33,0.58,38.6,25.0,968,2.12,819,12,5.0,17.1,17.7,11.9,1965,4165
AP07800,Maharashtra,MAH-03,Groundnut,Zaid,Black,Rainfed,647,32,341,7.79,0.74,15.2,0.28,0.75,34.0,58.7,866,2.67,1061,6,5.0,5.5,8.0,12.0,1043,2784
AP07801,Maharashtra,MAH-23,Groundnut,Kharif,Black,Drip,513,21,202,8.03,0.91,9.5,0.43,,34.7,79.6,1279,2.49,1095,20,5.0,6.5,15.1,14.4,1493,3717
AP07802,Maharashtra,MAH-10,Groundnut,Zaid,Loamy,Flood,826,22,452,7.69,0.52,25.2,2.13,0.95,40.5,28.9,929,1.83,920,10,5.0,5.5,7.4,3.0,926,1694
AP07803,Maharashtra,MAH-20,Groundnut,Kharif,Loamy,Rainfed,433,16,276,7.8,0.9,14.4,1.24,0.39,31.1,65.1,889,3.98,831,1,5.0,11.9,12.7,12.3,1497,5958
AP07804,Maharashtra,MAH-05,Groundnut,Kharif,Black,Sprinkler,260,7,71,8.16,0.95,23.8,1.77,0.1,29.9,56.9,1102,1.27,1185,1,6.8,20.0,21.9,12.8,2235,2838
AP07805,Maharashtra,MAH-14,Groundnut,Zaid,Red,Drip,160,4,42,5.65,0.56,6.8,0.35,0.67,29.8,29.7,811,3.06,1143,2,7.5,24.5,24.4,16.2,2478,7582
AP07806,Maharashtra,MAH-02,Groundnut,Zaid,Red,Flood,207,11,79,6.31,0.85,2.8,0.36,0.33,32.4,,865,0.85,893,2,8.4,20.1,39.0,13.3,3444,2927
AP07807,Maharashtra,MAH-07,Groundnut,Zaid,Black,Sprinkler,307,14,215,8.28,0.89,25.6,0.51,0.91,33.1,30.9,829,1.66,1259,8,5.8,15.1,14.6,4.4,1670,2772
AP07808,Maharashtra,MAH-20,Groundnut,Kharif,Clay,Rainfed,559,18,138,6.25,0.77,6.1,1.18,0.1,30.2,72.7,1212,1.38,782,6,5.0,6.6,17.8,11.6,1661,2292
AP07809,Maharashtra,MAH-13,Groundnut,Kharif,Loamy,Sprinkler,241,5,23,6.04,0.82,2.2,0.51,0.1,30.9,70.2,1319,0.61,787,1,12.2,21.4,30.5,27.8,2933,1789
AP07810,Maharashtra,MAH-03,Groundnut,Zaid,Black,Rainfed,50,10,66,7.47,0.62,22.6,0.84,0.49,36.6,38.8,961,5.1,1187,8,8.7,22.9,27.8,18.5,2677,13652
AP07811,Maharashtra,MAH-04,Groundnut,Kharif,Red,Rainfed,560,29,367,5.79,0.69,6.7,1.73,0.46,25.8,75.0,892,5.88,1447,1,5.0,6.0,8.4,3.1,1054,6197
AP07812,Maharashtra,MAH-03,Groundnut,Zaid,Clay,Rainfed,463,20,182,7.54,0.59,10.0,0.59,0.17,29.6,,1084,0.57,1259,6,5.0,6.3,15.8,3.0,1571,895
AP07813,Maharashtra,MAH-08,Groundnut,Kharif,Black,Drip,435,19,171,7.92,0.96,16.3,2.02,0.82,35.1,,1151,15.09,1023,7,5.0,6.3,13.6,8.2,1359,20507
AP07814,Maharashtra,MAH-01,Groundnut,Kharif,Loamy,Rainfed,265,3,76,6.23,1.09,12.0,1.84,1.29,34.2,80.1,1384,1.38,635,7,5.1,17.7,28.0,21.1,2517,3473
AP07815,Maharashtra,MAH-23,Groundnut,Rabi,Black,Sprinkler,397,14,218,7.66,0.69,22.5,1.1,1.97,17.8,34.7,932,13.94,836,2,5.0,10.6,10.3,7.7,1351,18832
AP07816,Maharashtra,MAH-22,Groundnut,Kharif,Black,Rainfed,66,9,50,8.11,0.73,5.4,0.38,0.1,30.0,70.3,1409,1.58,946,3,8.2,20.7,27.8,17.5,2620,4139
AP07817,Maharashtra,MAH-07,Groundnut,Kharif,Black,Drip,664,23,283,8.28,0.79,2.0,1.25,0.92,26.3,62.0,1238,3.65,1231,1,5.0,4.8,7.3,3.0,1002,3657
AP07818,Maharashtra,MAH-12,Groundnut,Kharif,Black,Sprinkler,524,22,119,7.27,0.84,22.0,2.01,0.82,31.8,56.5,1099,4.32,957,5,5.0,7.3,26.0,19.1,2112,9123
AP07819,Maharashtra,MAH-02,Groundnut,Rabi,Black,Drip,669,24,367,7.75,0.85,7.8,0.32,1.45,15.7,43.5,1017,0.44,780,15,5.0,7.5,10.1,10.0,1191,524
AP07820,Maharashtra,MAH-13,Groundnut,Kharif,Loamy,Flood,121,8,66,7.19,0.93,10.8,0.49,,26.2,70.2,1080,3.17,1116,3,6.8,18.8,24.0,19.4,2272,7202
AP07821,Maharashtra,MAH-09,Groundnut,Kharif,Black,Rainfed,130,8,24,7.57,0.59,10.1,0.36,0.1,29.8,75.9,1118,4.05,1037,3,9.8,21.6,31.3,16.4,2732,11064
AP07822,Maharashtra,MAH-22,Groundnut,Kharif,Black,Rainfed,448,22,195,7.69,0.93,2.0,0.67,0.53,38.0,67.5,1194,2.05,1169,13,5.0,6.1,17.4,4.3,1576,3230
AP07823,Maharashtra,MAH-11,Groundnut,Kharif,Black,Drip,720,32,285,8.56,0.8,12.0,0.1,0.1,29.5,69.9,1059,10.85,924,2,5.0,5.8,8.1,12.7,1001,10860
AP07824,Maharashtra,MAH-09,Groundnut,Kharif,Black,Sprinkler,255,6,58,7.96,0.99,27.3,0.6,0.1,34.6,58.0,1106,1.3,1004,7,7.1,21.7,27.8,18.3,2540,3302
AP07825,Maharashtra,MAH-23,Groundnut,Rabi,Black,Drip,560,24,439,7.68,0.83,9.1,0.67,0.37,28.0,39.6,577,0.92,1263,1,5.0,4.7,8.5,12.1,1011,930
AP07826,Maharashtra,MAH-10,Groundnut,Kharif,Clay,Rainfed,630,31,360,7.35,0.82,25.1,1.81,0.34,29.0,71.1,1002,2.3,779,1,5.0,4.1,6.3,8.8,893,2053
AP07827,Maharashtra,MAH-12,Groundnut,Rabi,Black,Sprinkler,138,6,82,8.2,0.74,9.2,0.36,0.14,8.2,42.1,963,10.96,999,16,8.7,20.4,31.7,15.5,2964,32485
AP07828,Maharashtra,MAH-11,Groundnut,Kharif,Black,Rainfed,417,15,222,7.72,0.89,12.0,0.22,0.66,33.2,55.0,1265,5.1,832,1,5.0,7.2,12.3,21.0,1286,6558
AP07829,Maharashtra,MAH-18,Groundnut,Zaid,Loamy,Flood,211,6,100,6.23,0.59,25.8,1.5,1.03,35.6,25.0,1147,1.37,698,1,7.8,18.5,23.0,20.8,2208,3024
AP07830,Maharashtra,MAH-19,Groundnut,Kharif,Clay,Sprinkler,350,21,149,7.43,1.1,12.0,0.59,0.49,29.5,79.1,1069,2.14,1044,1,5.0,5.8,14.7,13.7,1342,2871
AP07831,Maharashtra,MAH-21,Groundnut,Kharif,Red,Flood,209,8,99,6.31,0.61,9.3,0.51,1.21,27.7,,1109,11.89,1005,1,9.0,24.2,35.0,21.0,3148,37429
AP07832,Maharashtra,MAH-21,Groundnut,Rabi,Red,Flood,229,7,47,6.71,0.45,4.0,0.38,1.25,21.7,49.6,653,12.09,716,3,7.9,22.1,33.7,21.5,3041,36765
AP07833,Maharashtra,MAH-15,Groundnut,Kharif,Red,Rainfed,857,24,423,6.47,0.65,33.5,0.37,1.11,27.7,78.1,1203,1.42,743,1,5.0,6.0,7.7,8.0,959,1361
AP07834,Maharashtra,MAH-14,Groundnut,Rabi,Black,Drip,424,16,118,8.21,0.66,4.9,0.72,0.15,26.0,50.7,631,0.25,1044,1,5.0,11.7,15.5,11.9,1626,406
AP07835,Maharashtra,MAH-13,Groundnut,Rabi,Black,Drip,164,8,74,7.87,1.12,6.6,1.21,0.47,19.9,28.5,1017,1.0,1054,16,8.4,16.8,24.9,17.2,2333,2333
AP07836,Maharashtra,MAH-08,Groundnut,Zaid,Clay,Rainfed,217,8,69,7.13,0.89,18.0,0.84,0.1,30.5,47.2,921,10.82,1255,10,7.1,21.8,27.4,11.7,2646,28629
AP07837,Maharashtra,MAH-03,Groundnut,Zaid,Loamy,Flood,560,26,359,7.48,0.98,20.9,0.59,1.02,33.9,39.9,884,5.1,1058,3,5.0,7.2,11.8,3.0,1306,6660
AP07838,Maharashtra,MAH-12,Groundnut,Kharif,Red,Flood,646,34,404,6.19,0.62,13.2,1.76,0.72,30.0,88.7,1213,0.6,1277,7,5.0,7.0,8.0,6.4,1063,637
AP07839,Maharashtra,MAH-09,Groundnut,Rabi,Black,Drip,338,16,212,8.6,0.6,12.0,0.48,0.1,19.4,41.0,901,1.83,822,7,5.0,9.9,13.2,5.4,1381,2527
AP07840,Maharashtra,MAH-14,Groundnut,Kharif,Black,Rainfed,482,17,251,8.53,0.79,18.5,0.41,0.39,29.7,64.1,1114,20.22,1395,1,5.0,8.6,10.1,5.2,1182,23900
AP07841,Maharashtra,MAH-10,Groundnut,Zaid,Black,Rainfed,896,22,280,8.11,0.92,26.8,1.53,0.14,28.0,42.9,844,5.93,728,2,5.0,6.9,12.1,8.4,1292,7661
AP07842,Maharashtra,MAH-11,Groundnut,Zaid,Black,Flood,382,11,195,7.6,1.02,6.7,1.65,0.83,30.6,39.2,836,13.22,1123,12,5.0,26.0,16.0,15.3,2019,26691
AP07843,Maharashtra,MAH-08,Groundnut,Rabi,Red,Flood,178,11,82,5.61,0.33,16.3,0.21,,28.0,50.6,831,3.94,1254,22,11.5,21.8,27.9,21.7,2803,11043
AP07844,Maharashtra,MAH-18,Groundnut,Zaid,Black,Rainfed,417,18,113,7.53,0.72,4.3,0.8,0.1,39.3,41.9,1031,14.09,900,23,5.2,9.8,36.3,10.4,2798,39423
AP07845,Maharashtra,MAH-01,Groundnut,Kharif,Red,Rainfed,354,14,126,6.25,0.35,8.5,0.3,0.1,30.3,80.5,964,5.1,1029,5,7.4,17.0,21.5,15.7,2056,10485
AP07846,Maharashtra,MAH-08,Groundnut,Kharif,Loamy,Rainfed,125,11,93,7.39,1.06,4.6,0.38,1.03,26.2,77.3,1107,1.9,883,1,6.5,13.4,17.3,14.7,1825,3467
AP07847,Maharashtra,MAH-08,Groundnut,Kharif,Black,Flood,156,6,73,7.2,0.73,6.4,0.6,0.66,24.0,55.0,1108,1.19,1278,25,9.4,23.0,29.6,11.1,2796,3327
AP07848,Maharashtra,MAH-22,Groundnut,Zaid,Black,Rainfed,559,14,165,8.02,0.95,10.4,0.28,0.1,31.3,31.4,795,2.06,886,10,5.0,11.6,15.8,16.1,1563,3219
AP07849,Maharashtra,MAH-17,Groundnut,Rabi,Red,Drip,788,30,377,5.0,0.67,7.8,0.88,0.81,15.1,53.1,671,0.47,1214,10,5.0,5.5,6.7,3.0,953,447
AP07850,Maharashtra,MAH-13,Groundnut,Kharif,Black,Sprinkler,213,8,74,7.91,0.53,6.5,1.09,,28.7,80.5,1208,1.65,1002,25,9.3,20.8,27.6,18.5,2593,4278
AP07851,Maharashtra,MAH-10,Groundnut,Kharif,Black,Sprinkler,402,11,163,7.6,0.91,11.9,0.99,0.93,28.3,76.4,1171,2.06,815,3,5.0,16.3,13.8,9.1,1619,3335
AP07852,Maharashtra,MAH-06,Groundnut,Kharif,Black,Drip,142,10,109,8.13,0.83,16.6,0.63,1.93,31.0,64.9,976,1.01,1062,5,5.3,16.6,16.4,12.8,1696,1712
AP07853,Maharashtra,MAH-05,Groundnut,Kharif,Loamy,Drip,175,4,73,7.11,0.75,2.4,0.46,0.94,29.3,55.3,1335,1.19,932,4,6.1,13.7,21.5,10.3,1983,2359
AP07854,Maharashtra,MAH-21,Groundnut,Kharif,Black,Drip,243,7,101,7.83,1.13,5.3,0.57,1.1,35.7,81.0,1372,1.65,1233,3,6.7,13.8,21.9,11.0,2187,3608
AP07855,Maharashtra,MAH-23,Groundnut,Kharif,Clay,Sprinkler,191,6,108,6.77,0.87,12.0,0.39,0.2,28.1,66.6,1365,1.69,650,1,5.5,13.1,13.2,6.8,1612,2724
AP07856,Maharashtra,MAH-20,Groundnut,Rabi,Black,Drip,130,6,105,7.95,0.8,7.5,1.33,0.1,24.2,56.1,500,1.59,985,1,6.7,16.5,22.1,9.4,2168,3447
AP07857,Maharashtra,MAH-14,Groundnut,Kharif,Black,Drip,104,7,89,7.46,0.62,9.1,0.12,0.1,36.1,66.2,1215,2.27,914,10,7.4,18.7,27.1,24.7,2676,6074
AP07858,Maharashtra,MAH-23,Groundnut,Zaid,Clay,Drip,284,11,215,7.99,1.07,4.2,0.42,1.06,31.6,50.7,1077,1.79,867,1,7.9,14.9,14.8,9.1,1714,3068
AP07859,Maharashtra,MAH-07,Groundnut,Rabi,Black,Drip,560,27,355,8.01,0.95,14.6,0.54,1.07,23.0,38.5,944,14.85,1158,6,5.0,6.2,7.5,6.0,968,14374
AP07860,Maharashtra,MAH-12,Groundnut,Zaid,Black,Drip,193,5,79,8.01,1.19,6.6,1.03,0.1,30.4,41.7,718,2.94,1253,2,6.7,20.5,26.6,14.1,2632,7738
AP07861,Maharashtra,MAH-09,Groundnut,Rabi,Black,Drip,232,7,63,8.34,0.98,12.0,1.55,0.71,21.1,25.0,909,1.88,785,4,8.4,22.0,27.2,22.5,2675,5029
AP07862,Maharashtra,MAH-07,Groundnut,Rabi,Black,Sprinkler,335,18,212,7.24,0.86,12.1,0.6,1.22,12.4,49.2,935,1.8,829,4,5.0,10.5,17.9,11.0,1722,3099
AP07863,Maharashtra,MAH-21,Groundnut,Rabi,Black,Drip,560,31,297,8.54,0.95,12.3,1.32,1.28,23.9,36.4,1063,2.12,1334,11,5.0,5.6,7.1,7.4,923,1956
AP07864,Maharashtra,MAH-07,Groundnut,Zaid,Loamy,Drip,345,16,193,7.8,0.85,7.3,0.59,0.61,34.0,33.5,801,2.49,1328,4,5.0,7.2,13.0,6.6,1386,3451
AP07865,Maharashtra,MAH-18,Groundnut,Rabi,Red,Sprinkler,199,7,90,5.43,0.38,6.8,0.6,0.64,27.3,47.2,659,1.44,769,3,7.8,18.4,19.2,8.5,2107,3034
AP07866,Maharashtra,MAH-09,Groundnut,Kharif,Black,Rainfed,342,16,150,7.56,0.78,29.3,1.36,0.18,25.7,64.8,1349,2.65,1004,6,5.0,8.9,17.4,14.6,1651,4375
AP07867,Maharashtra,MAH-16,Groundnut,Kharif,Black,Drip,698,31,361,7.2,0.49,5.7,0.43,0.47,32.9,73.6,1321,1.38,1048,25,5.0,5.2,6.0,11.5,840,1159
AP07868,Maharashtra,MAH-11,Groundnut,Rabi,Red,Flood,388,13,219,6.35,0.38,25.7,1.18,0.43,14.8,,770,2.02,1048,18,5.0,9.4,13.0,3.2,1321,2668
AP07869,Maharashtra,MAH-09,Groundnut,Zaid,Red,Rainfed,209,10,58,5.61,0.7,9.0,0.38,0.98,31.8,38.8,938,4.29,973,21,8.5,26.2,30.2,21.4,2888,12389
AP07870,Maharashtra,MAH-23,Groundnut,Zaid,Red,Drip,143,7,66,5.41,0.61,4.3,1.62,0.1,32.4,25.0,743,1.91,813,11,9.1,23.3,24.5,20.3,2482,4740
AP07871,Maharashtra,MAH-20,Groundnut,Zaid,Red,Flood,633,31,286,6.68,0.18,7.2,0.87,1.59,40.6,43.0,862,1.95,1097,22,5.0,6.6,10.1,3.0,1213,2365
AP07872,Maharashtra,MAH-21,Groundnut,Kharif,Black,Flood,559,11,174,7.2,0.95,19.7,1.14,0.1,29.5,65.7,1186,11.97,1250,14,5.0,14.7,14.1,6.9,1659,19858
AP07873,Maharashtra,MAH-23,Groundnut,Kharif,Black,Sprinkler,505,16,191,7.26,0.85,15.4,1.19,0.13,25.4,71.1,1065,3.52,1003,1,5.0,14.7,18.3,5.2,1908,6716
AP07874,Maharashtra,MAH-22,Groundnut,Rabi,Red,Drip,138,7,109,5.12,0.65,30.2,0.54,0.1,15.2,54.3,924,1.69,793,7,8.2,20.8,21.9,15.4,2342,3957
AP07875,Maharashtra,MAH-20,Groundnut,Rabi,Red,Drip,279,8,78,5.89,0.48,4.6,0.75,0.24,18.8,40.5,888,5.1,895,1,5.0,17.5,20.9,16.9,2120,10812
AP07876,Maharashtra,MAH-08,Groundnut,Rabi,Loamy,Drip,144,7,97,6.77,0.63,2.0,0.6,0.71,13.5,53.7,791,1.68,1114,1,7.7,15.8,22.5,12.1,2108,3541
AP07877,Maharashtra,MAH-02,Groundnut,Zaid,Black,Sprinkler,279,9,82,7.68,0.89,4.4,1.43,0.14,41.3,52.8,1125,1.28,1003,8,8.7,23.6,33.9,13.9,3030,3878
AP07878,Maharashtra,MAH-22,Groundnut,Kharif,Black,Sprinkler,484,15,174,7.5,0.94,24.5,0.39,0.1,24.2,64.9,1238,1.48,1276,11,5.0,9.4,13.3,14.9,1398,2069
AP07879,Maharashtra,MAH-02,Groundnut,Rabi,Black,Flood,438,13,173,7.8,0.93,12.0,0.25,0.47,8.0,47.8,667,2.01,766,17,5.0,12.5,19.2,13.4,1781,3579
